id,doc_quality,completeness,face_score,doc_score,liveness_score,risk,created_at
1040,Poor,0.69,0.3,0.29,0.91,High,2026-03-26T15:45:31.349300
1041,Good,0.86,0.39,0.34,0.64,High,2026-03-26T15:45:31.349303
1042,Good,0.54,0.56,0.64,0.54,High,2026-03-26T15:45:31.349305
1043,Good,0.57,0.38,0.65,0.94,Medium,2026-03-26T15:45:31.349308
1044,Good,0.45,0.77,0.36,0.85,Medium,2026-03-26T15:45:31.349310
1045,Poor,0.5,0.18,0.21,0.84,High,2026-03-26T15:45:31.349314
1046,Poor,0.83,0.18,0.31,0.73,High,2026-03-26T15:45:31.349317
1047,Good,0.51,0.42,0.84,0.69,Medium,2026-03-26T15:45:31.349320
1048,Good,0.82,0.67,0.46,0.92,Medium,2026-03-26T15:45:31.349322
1049,Poor,0.96,0.35,0.12,0.82,High,2026-03-26T15:45:31.349325
1050,Good,0.89,0.7,0.55,0.44,High,2026-03-26T15:45:31.349327
1051,Good,0.49,0.69,0.75,0.7,Medium,2026-03-26T15:45:31.349330
1052,Good,0.78,0.62,0.34,0.74,High,2026-03-26T15:45:31.349332
1053,Poor,0.95,0.25,0.37,0.92,High,2026-03-26T15:45:31.349335
1054,Poor,0.5,0.35,0.37,0.83,High,2026-03-26T15:45:31.349338
1055,Poor,0.48,0.36,0.31,0.76,High,2026-03-26T15:45:31.349340
1056,Good,1.0,0.64,0.8,0.68,Medium,2026-03-26T15:45:31.349343
1057,Poor,0.64,0.29,0.27,0.74,High,2026-03-26T15:45:31.349345
1058,Good,0.91,0.74,0.52,0.66,Medium,2026-03-26T15:45:31.349348
1059,Good,0.95,0.42,0.42,0.48,High,2026-03-26T15:45:31.349350
1060,Good,0.55,0.59,0.58,0.65,Medium,2026-03-26T15:45:31.349353
1061,Good,0.7,0.73,0.85,0.68,Medium,2026-03-26T15:45:31.349356
1062,Good,0.47,0.49,0.28,0.72,High,2026-03-26T15:45:31.349358
1063,Good,0.75,0.83,0.81,0.45,Medium,2026-03-26T15:45:31.349361
1064,Good,0.71,0.69,0.39,0.87,Medium,2026-03-26T15:45:31.349363
1065,Good,0.79,0.46,0.43,0.98,Medium,2026-03-26T15:45:31.349366
1066,Poor,0.9,0.18,0.29,0.55,High,2026-03-26T15:45:31.349372
1067,Good,0.71,0.72,0.81,0.76,Medium,2026-03-26T15:45:31.349375
1068,Good,0.82,0.48,0.36,0.9,High,2026-03-26T15:45:31.349378
1069,Good,0.65,0.84,0.41,0.98,Medium,2026-03-26T15:45:31.349380
1070,Good,0.58,0.7,0.43,0.41,High,2026-03-26T15:45:31.349383
1071,Good,0.77,0.63,0.32,0.72,High,2026-03-26T15:45:31.349385
1072,Poor,0.73,0.27,0.39,0.66,High,2026-03-26T15:45:31.349388
1073,Good,0.47,0.81,0.4,0.61,Medium,2026-03-26T15:45:31.349391
1074,Good,0.86,0.83,0.41,0.62,Medium,2026-03-26T15:45:31.349393
1075,Poor,0.52,0.35,0.16,0.72,High,2026-03-26T15:45:31.349396
1076,Poor,0.81,0.18,0.13,0.81,High,2026-03-26T15:45:31.349398
1077,Good,0.4,0.87,0.8,0.65,Medium,2026-03-26T15:45:31.349401
1078,Good,0.78,0.85,0.43,0.65,Medium,2026-03-26T15:45:31.349403
1079,Poor,0.97,0.35,0.33,0.56,High,2026-03-26T15:45:31.349406
1080,Good,0.43,0.61,0.27,0.74,High,2026-03-26T15:45:31.349409
1081,Good,0.99,0.43,0.42,0.71,High,2026-03-26T15:45:31.349411
1082,Good,0.73,0.73,0.44,0.87,Medium,2026-03-26T15:45:31.349414
1083,Good,0.53,0.38,0.84,0.88,Medium,2026-03-26T15:45:31.349416
1084,Poor,0.73,0.37,0.15,0.62,High,2026-03-26T15:45:31.349419
1085,Good,0.69,0.42,0.51,0.61,High,2026-03-26T15:45:31.349421
1086,Poor,0.49,0.27,0.39,0.48,High,2026-03-26T15:45:31.349424
1087,Good,0.68,0.77,0.82,0.87,Medium,2026-03-26T15:45:31.349427
1088,Good,0.56,0.85,0.48,0.54,Medium,2026-03-26T15:45:31.349429
1089,Good,0.84,0.59,0.55,0.97,Medium,2026-03-26T15:45:31.349432
1090,Good,0.93,0.78,0.56,0.72,Medium,2026-03-26T15:45:31.349434
1091,Good,0.85,0.88,0.43,0.74,Medium,2026-03-26T15:45:31.349437
1092,Good,0.49,0.76,0.28,0.96,Medium,2026-03-26T15:45:31.349439
1093,Poor,0.48,0.25,0.38,0.49,High,2026-03-26T15:45:31.349442
1094,Good,0.51,0.47,0.36,0.49,High,2026-03-26T15:45:31.349445
1095,Good,0.85,0.51,0.7,0.84,Medium,2026-03-26T15:45:31.349447
1096,Good,0.97,0.46,0.29,0.61,High,2026-03-26T15:45:31.349450
1097,Good,0.82,0.53,0.83,0.48,Medium,2026-03-26T15:45:31.349452
1098,Good,0.65,0.86,0.46,0.84,Medium,2026-03-26T15:45:31.349455
1099,Good,0.88,0.5,0.42,0.43,High,2026-03-26T15:45:31.349458
1100,Good,0.77,0.59,0.66,0.67,Medium,2026-03-26T15:45:31.349463
1101,Good,0.91,0.45,0.51,0.44,High,2026-03-26T15:45:31.349466
1102,Good,0.97,0.39,0.7,0.92,Medium,2026-03-26T15:45:31.349469
1103,Good,0.57,0.51,0.72,0.97,Medium,2026-03-26T15:45:31.349472
1104,Good,0.99,0.46,0.48,0.58,High,2026-03-26T15:45:31.349474
1105,Good,0.56,0.54,0.71,0.68,Medium,2026-03-26T15:45:31.349477
1106,Poor,0.44,0.37,0.32,0.41,High,2026-03-26T15:45:31.349479
1107,Good,0.88,0.57,0.84,0.97,Medium,2026-03-26T15:45:31.349482
1108,Good,0.7,0.42,0.68,0.93,Medium,2026-03-26T15:45:31.349484
1109,Poor,0.68,0.27,0.19,0.9,High,2026-03-26T15:45:31.349487
1110,Good,0.97,0.45,0.45,0.74,High,2026-03-26T15:45:31.349490
1111,Poor,0.42,0.3,0.22,0.96,High,2026-03-26T15:45:31.349492
1112,Good,0.88,0.68,0.49,0.51,High,2026-03-26T15:45:31.349495
1113,Poor,0.79,0.24,0.29,0.86,High,2026-03-26T15:45:31.349497
1114,Good,0.48,0.56,0.75,0.5,Medium,2026-03-26T15:45:31.349500
1115,Good,0.45,0.68,0.73,0.41,Medium,2026-03-26T15:45:31.349502
1116,Good,0.98,0.74,0.36,0.89,Medium,2026-03-26T15:45:31.349505
1117,Good,0.74,0.53,0.77,0.9,Medium,2026-03-26T15:45:31.349507
1118,Poor,0.94,0.39,0.37,0.5,High,2026-03-26T15:45:31.349510
1119,Good,0.59,0.7,0.66,0.44,High,2026-03-26T15:45:31.349513
1120,Good,0.91,0.61,0.79,0.43,Medium,2026-03-26T15:45:31.349515
1121,Poor,0.42,0.27,0.37,0.6,High,2026-03-26T15:45:31.349518
1122,Good,0.86,0.86,0.65,0.88,Medium,2026-03-26T15:45:31.349520
1123,Good,0.56,0.51,0.83,0.43,High,2026-03-26T15:45:31.349524
1124,Good,0.94,0.83,0.5,0.55,Medium,2026-03-26T15:45:31.349527
1125,Good,0.86,0.63,0.36,0.76,High,2026-03-26T15:45:31.349530
1126,Good,0.77,0.48,0.29,0.55,High,2026-03-26T15:45:31.349532
1127,Good,0.84,0.8,0.48,0.86,Medium,2026-03-26T15:45:31.349535
1128,Poor,0.42,0.21,0.21,0.56,High,2026-03-26T15:45:31.349537
1129,Poor,0.91,0.36,0.13,0.97,High,2026-03-26T15:45:31.349541
1130,Good,0.91,0.73,0.65,0.88,Medium,2026-03-26T15:45:31.349544
1131,Good,0.57,0.5,0.47,0.86,Medium,2026-03-26T15:45:31.349546
1132,Good,0.58,0.43,0.58,0.52,High,2026-03-26T15:45:31.349549
1133,Good,0.91,0.77,0.5,0.41,High,2026-03-26T15:45:31.349552
1134,Good,0.59,0.53,0.77,0.56,Medium,2026-03-26T15:45:31.349554
1135,Good,0.52,0.49,0.3,0.57,High,2026-03-26T15:45:31.349557
1136,Poor,0.9,0.33,0.16,0.81,High,2026-03-26T15:45:31.349559
1137,Poor,0.51,0.25,0.37,0.69,High,2026-03-26T15:45:31.349562
1138,Good,0.59,0.73,0.72,0.69,Medium,2026-03-26T15:45:31.349564
1139,Good,0.62,0.68,0.86,0.74,Medium,2026-03-26T15:45:31.349567
1140,Good,0.48,0.71,0.63,0.86,Medium,2026-03-26T15:45:31.349570
1141,Good,0.68,0.8,0.45,0.74,Medium,2026-03-26T15:45:31.349572
1142,Good,0.59,0.74,0.5,0.6,Medium,2026-03-26T15:45:31.349575
1143,Good,0.89,0.43,0.54,0.75,High,2026-03-26T15:45:31.349577
1144,Good,0.67,0.44,0.66,0.71,Medium,2026-03-26T15:45:31.349580
1145,Good,0.4,0.7,0.31,0.96,Medium,2026-03-26T15:45:31.349583
1146,Good,0.82,0.57,0.35,0.69,High,2026-03-26T15:45:31.349585
1147,Poor,0.61,0.26,0.13,0.7,High,2026-03-26T15:45:31.349588
1148,Good,0.77,0.78,0.43,0.81,Medium,2026-03-26T15:45:31.349590
1149,Poor,0.59,0.21,0.25,0.99,High,2026-03-26T15:45:31.349593
1150,Good,0.73,0.53,0.83,0.84,Medium,2026-03-26T15:45:31.349596
1151,Good,0.71,0.62,0.65,0.95,Medium,2026-03-26T15:45:31.349598
1152,Good,0.77,0.84,0.49,0.89,Medium,2026-03-26T15:45:31.349601
1153,Good,0.78,0.72,0.55,0.73,Medium,2026-03-26T15:45:31.349603
1154,Good,0.58,0.51,0.53,0.47,High,2026-03-26T15:45:31.349606
1155,Good,0.4,0.66,0.73,0.97,Medium,2026-03-26T15:45:31.349608
1156,Poor,0.79,0.38,0.29,0.53,High,2026-03-26T15:45:31.349611
1157,Good,0.69,0.79,0.57,0.94,Medium,2026-03-26T15:45:31.349613
1158,Good,0.52,0.78,0.81,0.63,Medium,2026-03-26T15:45:31.349616
1159,Good,0.75,0.39,0.54,0.45,High,2026-03-26T15:45:31.349619
1160,Good,0.62,0.69,0.67,0.75,Medium,2026-03-26T15:45:31.349621
1161,Poor,0.44,0.38,0.27,0.78,High,2026-03-26T15:45:31.349624
1162,Good,0.98,0.49,0.77,0.58,Medium,2026-03-26T15:45:31.349626
1163,Poor,0.83,0.38,0.29,0.4,High,2026-03-26T15:45:31.349629
1164,Good,0.85,0.7,0.38,0.42,High,2026-03-26T15:45:31.349631
1165,Good,0.51,0.86,0.71,0.85,Medium,2026-03-26T15:45:31.349634
1166,Poor,1.0,0.16,0.32,0.88,High,2026-03-26T15:45:31.349637
1167,Good,0.5,0.73,0.36,0.49,High,2026-03-26T15:45:31.349639
1168,Poor,0.85,0.37,0.2,0.75,High,2026-03-26T15:45:31.349642
1169,Good,0.4,0.59,0.58,0.46,High,2026-03-26T15:45:31.349644
1170,Poor,0.43,0.28,0.35,0.82,High,2026-03-26T15:45:31.349647
1171,Poor,0.95,0.36,0.35,0.71,High,2026-03-26T15:45:31.349649
1172,Good,0.47,0.85,0.36,0.85,Medium,2026-03-26T15:45:31.349652
1173,Good,0.49,0.55,0.4,0.65,High,2026-03-26T15:45:31.349654
1174,Good,1.0,0.49,0.74,0.81,Medium,2026-03-26T15:45:31.349657
1175,Good,0.41,0.83,0.66,0.58,Medium,2026-03-26T15:45:31.349660
1176,Poor,0.52,0.37,0.15,0.41,High,2026-03-26T15:45:31.349662
1177,Good,0.64,0.81,0.3,0.94,Medium,2026-03-26T15:45:31.349665
1178,Poor,0.47,0.36,0.35,0.8,High,2026-03-26T15:45:31.349667
1179,Poor,0.53,0.35,0.21,0.46,High,2026-03-26T15:45:31.349670
1180,Good,0.59,0.43,0.76,0.74,Medium,2026-03-26T15:45:31.349673
1181,Poor,0.51,0.17,0.35,0.58,High,2026-03-26T15:45:31.349675
1182,Poor,0.71,0.19,0.21,0.67,High,2026-03-26T15:45:31.349678
1183,Good,0.85,0.58,0.62,0.64,Medium,2026-03-26T15:45:31.349680
1184,Poor,0.47,0.31,0.34,0.6,High,2026-03-26T15:45:31.349683
1185,Poor,0.92,0.25,0.38,0.99,High,2026-03-26T15:45:31.349686
1186,Poor,0.74,0.28,0.31,0.86,High,2026-03-26T15:45:31.349688
1187,Good,0.65,0.57,0.34,0.55,High,2026-03-26T15:45:31.349691
1188,Poor,0.88,0.25,0.2,0.52,High,2026-03-26T15:45:31.349694
1189,Good,0.93,0.86,0.34,0.59,High,2026-03-26T15:45:31.349696
1190,Good,0.55,0.89,0.56,0.97,Medium,2026-03-26T15:45:31.349699
1191,Poor,0.9,0.18,0.2,0.48,High,2026-03-26T15:45:31.349701
1192,Poor,0.92,0.22,0.38,0.91,High,2026-03-26T15:45:31.349704
1193,Good,0.88,0.63,0.27,0.58,High,2026-03-26T15:45:31.349706
1194,Good,0.7,0.39,0.83,0.43,High,2026-03-26T15:45:31.349709
1195,Good,0.49,0.51,0.33,0.92,High,2026-03-26T15:45:31.349711
1196,Poor,0.65,0.2,0.12,0.62,High,2026-03-26T15:45:31.349714
1197,Poor,0.8,0.19,0.26,0.92,High,2026-03-26T15:45:31.349717
1198,Good,0.96,0.47,0.4,0.5,High,2026-03-26T15:45:31.349719
1199,Good,0.44,0.59,0.61,0.67,Medium,2026-03-26T15:45:31.349722
1200,Good,0.51,0.71,0.77,0.53,Medium,2026-03-26T15:45:31.349724
1201,Poor,0.65,0.37,0.39,0.74,High,2026-03-26T15:45:31.349728
1202,Good,0.58,0.45,0.62,0.95,Medium,2026-03-26T15:45:31.349731
1203,Good,0.53,0.66,0.31,0.72,High,2026-03-26T15:45:31.349734
1204,Good,0.93,0.47,0.88,0.67,Medium,2026-03-26T15:45:31.349736
1205,Good,0.84,0.85,0.42,0.61,Medium,2026-03-26T15:45:31.349739
1206,Good,0.47,0.68,0.48,0.42,High,2026-03-26T15:45:31.349741
1207,Good,0.58,0.54,0.82,0.91,Medium,2026-03-26T15:45:31.349744
1208,Poor,0.67,0.35,0.13,0.53,High,2026-03-26T15:45:31.349747
1209,Good,0.6,0.54,0.39,0.53,High,2026-03-26T15:45:31.349749
1210,Good,0.51,0.63,0.42,0.46,High,2026-03-26T15:45:31.349752
1211,Good,0.96,0.56,0.73,0.46,High,2026-03-26T15:45:31.349754
1212,Good,0.91,0.75,0.42,0.85,Medium,2026-03-26T15:45:31.349757
1213,Good,0.69,0.86,0.33,0.78,Medium,2026-03-26T15:45:31.349759
1214,Good,0.8,0.87,0.64,0.66,Medium,2026-03-26T15:45:31.349762
1215,Good,0.7,0.58,0.83,0.67,Medium,2026-03-26T15:45:31.349765
1216,Poor,0.85,0.31,0.36,0.46,High,2026-03-26T15:45:31.349767
1217,Good,0.47,0.71,0.55,0.86,Medium,2026-03-26T15:45:31.349770
1218,Poor,0.47,0.39,0.14,0.48,High,2026-03-26T15:45:31.349772
1219,Good,0.57,0.42,0.44,0.76,High,2026-03-26T15:45:31.349775
1220,Good,0.52,0.73,0.69,0.52,Medium,2026-03-26T15:45:31.349777
1221,Poor,0.78,0.16,0.23,0.89,High,2026-03-26T15:45:31.349780
1222,Poor,0.76,0.24,0.31,0.81,High,2026-03-26T15:45:31.349783
1223,Good,0.96,0.73,0.42,0.7,Medium,2026-03-26T15:45:31.349785
1224,Good,0.69,0.66,0.78,0.89,Medium,2026-03-26T15:45:31.349788
1225,Good,0.75,0.82,0.56,0.85,Medium,2026-03-26T15:45:31.349790
1226,Poor,0.79,0.26,0.3,0.89,High,2026-03-26T15:45:31.349793
1227,Good,0.85,0.67,0.44,0.78,Medium,2026-03-26T15:45:31.349795
1228,Poor,0.99,0.31,0.27,0.57,High,2026-03-26T15:45:31.349798
1229,Good,0.55,0.86,0.63,0.84,Medium,2026-03-26T15:45:31.349801
1230,Poor,0.7,0.35,0.3,0.53,High,2026-03-26T15:45:31.349803
1231,Good,0.85,0.64,0.53,0.97,Medium,2026-03-26T15:45:31.349806
1232,Poor,0.6,0.28,0.37,0.81,High,2026-03-26T15:45:31.349808
1233,Poor,0.41,0.18,0.14,0.72,High,2026-03-26T15:45:31.349811
1234,Good,0.61,0.75,0.75,0.53,Medium,2026-03-26T15:45:31.349814
1235,Good,0.75,0.62,0.64,0.45,High,2026-03-26T15:45:31.349816
1236,Good,0.96,0.89,0.67,0.88,Low,2026-03-26T15:45:31.349819
1237,Good,0.83,0.39,0.27,0.57,High,2026-03-26T15:45:31.349821
1238,Good,0.75,0.83,0.66,0.97,Medium,2026-03-26T15:45:31.349824
1239,Good,0.91,0.65,0.55,0.47,High,2026-03-26T15:45:31.349826
1240,Good,0.49,0.69,0.73,0.41,Medium,2026-03-26T15:45:31.349829
1241,Good,0.85,0.57,0.77,0.94,Medium,2026-03-26T15:45:31.349832
1242,Good,0.61,0.65,0.84,0.6,Medium,2026-03-26T15:45:31.349834
1243,Poor,0.69,0.38,0.34,0.4,High,2026-03-26T15:45:31.349837
1244,Poor,0.76,0.19,0.36,0.59,High,2026-03-26T15:45:31.349839
1245,Poor,0.88,0.22,0.25,0.86,High,2026-03-26T15:45:31.349842
1246,Poor,0.8,0.24,0.35,0.65,High,2026-03-26T15:45:31.349845
1247,Good,0.55,0.72,0.34,0.71,High,2026-03-26T15:45:31.349847
1248,Poor,0.89,0.22,0.19,0.97,High,2026-03-26T15:45:31.349850
1249,Poor,0.66,0.29,0.21,0.68,High,2026-03-26T15:45:31.349853
1250,Poor,0.53,0.39,0.12,0.84,High,2026-03-26T15:45:31.349856
1251,Good,0.49,0.53,0.82,0.73,Medium,2026-03-26T15:45:31.349858
1252,Poor,0.85,0.17,0.2,0.5,High,2026-03-26T15:45:31.349861
1253,Poor,0.76,0.28,0.25,0.74,High,2026-03-26T15:45:31.349863
1254,Good,0.5,0.39,0.58,0.4,High,2026-03-26T15:45:31.349866
1255,Poor,0.95,0.17,0.13,0.58,High,2026-03-26T15:45:31.349868
1256,Good,0.55,0.38,0.57,0.75,High,2026-03-26T15:45:31.349871
1257,Poor,0.64,0.32,0.3,0.95,High,2026-03-26T15:45:31.349874
1258,Good,0.9,0.73,0.73,0.46,Medium,2026-03-26T15:45:31.349876
1259,Good,0.96,0.63,0.51,0.97,Medium,2026-03-26T15:45:31.349879
1260,Poor,0.76,0.38,0.16,0.66,High,2026-03-26T15:45:31.349881
1261,Poor,0.97,0.28,0.22,0.58,High,2026-03-26T15:45:31.349884
1262,Good,0.6,0.54,0.64,0.49,High,2026-03-26T15:45:31.349887
1263,Good,0.71,0.53,0.87,0.66,Medium,2026-03-26T15:45:31.349889
1264,Poor,0.89,0.3,0.29,0.67,High,2026-03-26T15:45:31.349892
1265,Good,0.99,0.62,0.74,0.6,Medium,2026-03-26T15:45:31.349894
1266,Good,0.97,0.5,0.78,0.51,High,2026-03-26T15:45:31.349897
1267,Good,0.61,0.57,0.61,0.7,Medium,2026-03-26T15:45:31.349900
1268,Good,0.65,0.89,0.66,0.4,Medium,2026-03-26T15:45:31.349902
1269,Poor,0.92,0.34,0.15,0.77,High,2026-03-26T15:45:31.349905
1270,Good,0.98,0.42,0.59,0.53,High,2026-03-26T15:45:31.349909
1271,Good,0.89,0.61,0.57,0.65,Medium,2026-03-26T15:45:31.349911
1272,Good,0.85,0.51,0.72,0.46,High,2026-03-26T15:45:31.349914
1273,Poor,0.59,0.29,0.23,0.7,High,2026-03-26T15:45:31.349917
1274,Good,0.5,0.63,0.58,0.96,Medium,2026-03-26T15:45:31.349919
1275,Good,0.89,0.39,0.57,0.56,High,2026-03-26T15:45:31.349922
1276,Good,0.83,0.41,0.83,0.69,Medium,2026-03-26T15:45:31.349924
1277,Good,0.52,0.71,0.39,0.83,Medium,2026-03-26T15:45:31.349927
1278,Good,0.82,0.38,0.46,0.5,High,2026-03-26T15:45:31.349929
1279,Good,0.63,0.37,0.66,0.59,High,2026-03-26T15:45:31.349933
1280,Good,0.54,0.55,0.49,0.51,High,2026-03-26T15:45:31.349936
1281,Good,0.95,0.52,0.36,0.97,Medium,2026-03-26T15:45:31.349938
1282,Poor,0.74,0.2,0.33,0.44,High,2026-03-26T15:45:31.349941
1283,Good,0.56,0.85,0.42,0.62,Medium,2026-03-26T15:45:31.349943
1284,Good,0.75,0.52,0.6,0.53,High,2026-03-26T15:45:31.349946
1285,Good,0.62,0.75,0.39,0.73,Medium,2026-03-26T15:45:31.349948
1286,Good,0.69,0.49,0.82,0.85,Medium,2026-03-26T15:45:31.349951
1287,Good,0.79,0.68,0.63,0.73,Medium,2026-03-26T15:45:31.349954
1288,Good,0.65,0.7,0.33,0.84,Medium,2026-03-26T15:45:31.349956
1289,Poor,0.61,0.35,0.29,0.66,High,2026-03-26T15:45:31.349959
1290,Good,0.52,0.48,0.65,0.58,High,2026-03-26T15:45:31.349961
1291,Poor,0.89,0.26,0.14,0.95,High,2026-03-26T15:45:31.349964
1292,Good,0.93,0.74,0.3,0.9,Medium,2026-03-26T15:45:31.349966
1293,Good,0.84,0.6,0.48,0.92,Medium,2026-03-26T15:45:31.349969
1294,Good,0.92,0.71,0.74,0.59,Medium,2026-03-26T15:45:31.349972
1295,Good,0.8,0.84,0.37,0.88,Medium,2026-03-26T15:45:31.349974
1296,Poor,0.97,0.32,0.35,0.56,High,2026-03-26T15:45:31.349977
1297,Good,0.74,0.65,0.76,0.49,Medium,2026-03-26T15:45:31.349979
1298,Poor,0.62,0.21,0.14,0.74,High,2026-03-26T15:45:31.349982
1299,Good,0.81,0.42,0.58,0.57,High,2026-03-26T15:45:31.349984
1300,Good,0.52,0.58,0.7,0.64,Medium,2026-03-26T15:45:31.349987
1301,Good,0.87,0.86,0.67,0.51,Medium,2026-03-26T15:45:31.349989
1302,Poor,0.72,0.21,0.14,0.64,High,2026-03-26T15:45:31.349992
1303,Good,0.8,0.53,0.5,0.97,Medium,2026-03-26T15:45:31.349995
1304,Poor,0.42,0.36,0.16,0.77,High,2026-03-26T15:45:31.349998
1305,Good,0.98,0.51,0.57,0.86,Medium,2026-03-26T15:45:31.350001
1306,Good,0.79,0.79,0.71,0.75,Medium,2026-03-26T15:45:31.350004
1307,Good,0.94,0.6,0.58,0.52,High,2026-03-26T15:45:31.350006
1308,Good,0.59,0.59,0.6,0.44,High,2026-03-26T15:45:31.350009
1309,Good,0.77,0.51,0.42,0.95,Medium,2026-03-26T15:45:31.350011
1310,Good,0.65,0.58,0.83,0.43,Medium,2026-03-26T15:45:31.350014
1311,Good,0.58,0.45,0.42,0.57,High,2026-03-26T15:45:31.350017
1312,Good,0.81,0.43,0.41,0.73,High,2026-03-26T15:45:31.350019
1313,Good,0.85,0.51,0.4,0.44,High,2026-03-26T15:45:31.350022
1314,Good,0.67,0.53,0.37,0.94,Medium,2026-03-26T15:45:31.350024
1315,Good,0.83,0.88,0.48,0.47,Medium,2026-03-26T15:45:31.350027
1316,Good,0.95,0.47,0.35,0.67,High,2026-03-26T15:45:31.350029
1317,Good,0.77,0.83,0.42,0.47,High,2026-03-26T15:45:31.350032
1318,Good,0.86,0.73,0.65,0.87,Medium,2026-03-26T15:45:31.350035
1319,Good,0.79,0.36,0.46,0.6,High,2026-03-26T15:45:31.350037
1320,Poor,0.92,0.38,0.3,0.45,High,2026-03-26T15:45:31.350040
1321,Poor,0.52,0.3,0.33,0.93,High,2026-03-26T15:45:31.350042
1322,Good,0.5,0.43,0.33,0.62,High,2026-03-26T15:45:31.350045
1323,Good,0.56,0.7,0.46,0.78,Medium,2026-03-26T15:45:31.350048
1324,Good,0.69,0.81,0.28,0.44,High,2026-03-26T15:45:31.350050
1325,Good,0.69,0.44,0.7,0.86,Medium,2026-03-26T15:45:31.350052
1326,Good,0.85,0.87,0.37,0.72,Medium,2026-03-26T15:45:31.350055
1327,Poor,0.83,0.36,0.16,0.41,High,2026-03-26T15:45:31.350058
1328,Poor,0.66,0.37,0.36,0.58,High,2026-03-26T15:45:31.350060
1329,Good,0.48,0.54,0.81,0.85,Medium,2026-03-26T15:45:31.350063
1330,Good,0.96,0.42,0.84,0.42,High,2026-03-26T15:45:31.350065
1331,Good,0.8,0.7,0.67,0.43,High,2026-03-26T15:45:31.350068
1332,Good,0.88,0.44,0.48,0.52,High,2026-03-26T15:45:31.350071
1333,Good,0.78,0.63,0.56,0.41,High,2026-03-26T15:45:31.350073
1334,Poor,0.58,0.18,0.14,0.59,High,2026-03-26T15:45:31.350076
1335,Good,0.6,0.87,0.62,0.85,Medium,2026-03-26T15:45:31.350078
1336,Good,0.77,0.76,0.39,0.43,High,2026-03-26T15:45:31.350081
1337,Good,0.96,0.51,0.52,0.82,Medium,2026-03-26T15:45:31.350083
1338,Good,0.59,0.64,0.62,0.51,High,2026-03-26T15:45:31.350086
1339,Good,0.74,0.46,0.28,0.63,High,2026-03-26T15:45:31.350089
1340,Poor,0.44,0.36,0.35,0.75,High,2026-03-26T15:45:31.350091
1341,Poor,0.92,0.19,0.21,0.7,High,2026-03-26T15:45:31.350094
1342,Poor,0.97,0.18,0.15,0.62,High,2026-03-26T15:45:31.350096
1343,Good,0.95,0.41,0.5,0.41,High,2026-03-26T15:45:31.350099
1344,Poor,0.53,0.24,0.13,0.76,High,2026-03-26T15:45:31.350101
1345,Poor,0.44,0.34,0.35,0.69,High,2026-03-26T15:45:31.350104
1346,Good,0.49,0.76,0.53,0.92,Medium,2026-03-26T15:45:31.350107
1347,Good,0.51,0.43,0.48,0.53,High,2026-03-26T15:45:31.350109
1348,Poor,0.5,0.38,0.18,0.91,High,2026-03-26T15:45:31.350112
1349,Good,0.8,0.67,0.83,0.53,Medium,2026-03-26T15:45:31.350114
1350,Good,0.73,0.74,0.54,0.87,Medium,2026-03-26T15:45:31.350117
1351,Good,0.81,0.67,0.35,0.78,High,2026-03-26T15:45:31.350119
1352,Poor,0.43,0.37,0.38,0.72,High,2026-03-26T15:45:31.350122
1353,Good,0.96,0.58,0.34,0.48,High,2026-03-26T15:45:31.350125
1354,Poor,0.47,0.27,0.19,0.62,High,2026-03-26T15:45:31.350127
1355,Good,0.58,0.66,0.41,0.8,Medium,2026-03-26T15:45:31.350130
1356,Good,0.88,0.53,0.31,0.44,High,2026-03-26T15:45:31.350132
1357,Poor,0.54,0.36,0.35,0.81,High,2026-03-26T15:45:31.350136
1358,Poor,0.65,0.34,0.12,0.44,High,2026-03-26T15:45:31.350139
1359,Poor,0.89,0.23,0.23,0.55,High,2026-03-26T15:45:31.350141
1360,Good,0.96,0.58,0.86,0.86,Medium,2026-03-26T15:45:31.350144
1361,Good,0.96,0.64,0.3,0.61,High,2026-03-26T15:45:31.350146
1362,Good,0.52,0.56,0.8,0.66,Medium,2026-03-26T15:45:31.350149
1363,Good,0.4,0.78,0.61,0.56,Medium,2026-03-26T15:45:31.350151
1364,Good,0.8,0.68,0.65,0.74,Medium,2026-03-26T15:45:31.350154
1365,Good,0.86,0.74,0.63,0.67,Medium,2026-03-26T15:45:31.350156
1366,Good,0.94,0.84,0.68,0.79,Medium,2026-03-26T15:45:31.350159
1367,Good,0.51,0.79,0.86,0.86,Medium,2026-03-26T15:45:31.350161
1368,Poor,0.87,0.28,0.15,0.5,High,2026-03-26T15:45:31.350164
1369,Good,0.82,0.72,0.48,0.71,Medium,2026-03-26T15:45:31.350166
1370,Poor,0.91,0.33,0.28,0.94,High,2026-03-26T15:45:31.350169
1371,Good,0.77,0.41,0.46,0.97,Medium,2026-03-26T15:45:31.350171
1372,Good,0.86,0.7,0.52,0.52,High,2026-03-26T15:45:31.350174
1373,Good,0.6,0.69,0.53,0.61,Medium,2026-03-26T15:45:31.350177
1374,Poor,0.85,0.21,0.29,0.51,High,2026-03-26T15:45:31.350179
1375,Poor,0.65,0.16,0.12,0.91,High,2026-03-26T15:45:31.350182
1376,Good,0.86,0.5,0.66,0.79,Medium,2026-03-26T15:45:31.350184
1377,Poor,0.72,0.22,0.33,0.42,High,2026-03-26T15:45:31.350187
1378,Good,0.59,0.56,0.8,0.8,Medium,2026-03-26T15:45:31.350189
